date,points,serial_number,violation_code,violation_description,violation_status
2022-12-05,1,DA2LGN6SY,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-12-06,1,DA2LGN6SY,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-12-07,4,DA2LGN6SY,F005,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE
2022-12-08,1,DA2LGN6SY,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-12-09,1,DACL54G17,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-12-10,1,DACL54G17,F046,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE
2022-12-11,1,DACL54G17,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-12-12,2,DACL54G17,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2022-12-13,1,DACL54G17,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-12-14,2,DACL54G17,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2022-12-15,1,DALCNTFWW,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-12-16,1,DALCNTFWW,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-12-17,1,DALCNTFWW,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-12-18,4,DALCNTFWW,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-12-19,1,DALCNTFWW,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-12-20,1,DA0WXI2IU,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-12-21,1,DA0WXI2IU,F041,# 41. Garbage and refuse properly disposed; facilities maintained,OUT OF COMPLIANCE
2022-12-22,1,DA0WXI2IU,F025,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE
2022-12-23,2,DA0WXI2IU,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-12-24,1,DAPADXAJV,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-12-25,1,DAPADXAJV,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-12-26,1,DAR48QJUE,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-12-27,1,DAR48QJUE,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-12-28,1,DAR48QJUE,F041,# 41. Garbage and refuse properly disposed; facilities maintained,OUT OF COMPLIANCE
2022-12-29,1,DAR48QJUE,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-12-30,1,DAR48QJUE,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-12-31,1,DAGRZMSVC,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-01-01,1,DAGRZMSVC,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-01-02,1,DAGRZMSVC,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-01-03,1,DAGRZMSVC,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2023-01-04,1,DAGRZMSVC,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-01-05,2,DAGRZMSVC,F005,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE
2023-01-06,1,DAGRZMSVC,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-01-07,1,DAGRZMSVC,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-01-08,1,DAGRZMSVC,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2023-01-09,4,DAAZKDQ0O,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-01-10,1,DAAZKDQ0O,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-01-11,1,DAAZKDQ0O,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-01-12,2,DAAZKDQ0O,F021,# 21b. Water available,OUT OF COMPLIANCE
2023-01-13,1,DAAZKDQ0O,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-01-14,4,DATODHE94,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-01-15,2,DATODHE94,F013,"# 13. Food in good condition, safe and unadulterated",OUT OF COMPLIANCE
2023-01-16,1,DATODHE94,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-01-17,1,DATODHE94,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-01-18,1,DATODHE94,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-01-19,1,DATODHE94,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2023-01-20,0,DATODHE94,F050,# 51. Permit Suspension,OUT OF COMPLIANCE
2023-01-21,1,DATODHE94,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-01-22,1,DATODHE94,F038,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE
2023-01-23,1,DATODHE94,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-01-24,2,DATODHE94,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-01-25,2,DADSXA9VP,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-01-26,1,DADSXA9VP,F032,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE
2023-01-27,1,DADSXA9VP,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-01-28,2,DA7DT6WQT,F052,# 01b. Food safety certification,OUT OF COMPLIANCE
2023-01-29,1,DA7DT6WQT,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-01-30,1,DA7DT6WQT,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-01-31,1,DA7DT6WQT,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-02-01,2,DA7DT6WQT,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-02-02,1,DAMSCR09A,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-02-03,1,DAMSCR09A,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-02-04,1,DAMSCR09A,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-02-05,1,DAMSCR09A,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-02-06,1,DAMSCR09A,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-02-07,2,DASRPBT6I,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-02-08,1,DASRPBT6I,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-02-09,1,DASRPBT6I,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-02-10,1,DASRPBT6I,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2023-02-11,1,DA0E3FOEH,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-02-12,1,DA0E3FOEH,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-02-13,1,DA0E3FOEH,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-02-14,1,DA0E3FOEH,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-02-15,2,DA0E3FOEH,F009,# 09. Proper cooling methods,OUT OF COMPLIANCE
2023-02-16,4,DA0E3FOEH,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-02-17,2,DA0E3FOEH,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-02-18,2,DA0E3FOEH,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-02-19,1,DA0E3FOEH,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-02-20,1,DA0E3FOEH,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-02-21,0,DACWU4MXS,F049,# 50. Impoundment of unsanitary equipment or food,OUT OF COMPLIANCE
2023-02-22,4,DACWU4MXS,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-02-23,1,DACWU4MXS,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-02-24,1,DACWU4MXS,F027,# 27. Food separated and protected,OUT OF COMPLIANCE
2023-02-25,2,DACWU4MXS,F021,# 21b. Water available,OUT OF COMPLIANCE
2023-02-26,1,DACWU4MXS,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-02-27,1,DACWU4MXS,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2023-02-28,2,DACOAGH0Q,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-03-01,1,DACOAGH0Q,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-03-02,1,DACOAGH0Q,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-03-03,1,DACOAGH0Q,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-03-04,1,DALXF7P9S,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-03-05,1,DALXF7P9S,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2023-03-06,1,DALXF7P9S,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-03-07,1,DA0HPJE0D,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-03-08,1,DA0HPJE0D,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-03-09,2,DA0HPJE0D,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-03-10,1,DA0HPJE0D,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2023-03-11,2,DA0HPJE0D,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-03-12,1,DA0HPJE0D,F032,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE
2023-03-13,2,DA0HPJE0D,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-03-14,1,DAC9IERL0,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-03-15,1,DAKBOVJXA,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-03-16,1,DAKBOVJXA,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-03-17,4,DAKBOVJXA,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-03-18,1,DAKBOVJXA,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-03-19,1,DAAU4Y5TQ,F046,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE
2023-03-20,1,DAAU4Y5TQ,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-03-21,1,DAAU4Y5TQ,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-03-22,2,DAAU4Y5TQ,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-03-23,1,DAAU4Y5TQ,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-03-24,1,DAAU4Y5TQ,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-03-25,1,DAHPD9SIP,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-03-26,2,DAHPD9SIP,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-03-27,1,DAHPD9SIP,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-03-28,1,DAHPD9SIP,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-03-29,1,DAHPD9SIP,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-03-30,4,DAHPD9SIP,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-03-31,4,DAUJF4SZ1,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-04-01,1,DAUJF4SZ1,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-04-02,1,DAUJF4SZ1,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-04-03,1,DAUJF4SZ1,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-04-04,1,DAUJF4SZ1,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-04-05,1,DAUJF4SZ1,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-04-06,1,DAUJF4SZ1,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-04-07,4,DAUJF4SZ1,F021,# 21b. Water available,OUT OF COMPLIANCE
2023-04-08,1,DAUJF4SZ1,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-04-09,1,DAUJF4SZ1,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-04-10,4,DAUJF4SZ1,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-04-11,1,DAE03UXMC,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-04-12,1,DAE03UXMC,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-04-13,2,DAJY3QITO,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-04-14,1,DAJY3QITO,F032,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE
2023-04-15,1,DAKHDNKYS,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-04-16,2,DAKHDNKYS,F022,# 22. Sewage and wastewater properly disposed,OUT OF COMPLIANCE
2023-04-17,1,DA5PLJ3HF,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-04-18,1,DA5PLJ3HF,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-04-19,2,DA5PLJ3HF,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-04-20,1,DA5PLJ3HF,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-04-21,1,DA5PLJ3HF,F032,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE
2023-04-22,1,DA5PLJ3HF,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2023-04-23,1,DA1WLMC4E,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-04-24,1,DA1WLMC4E,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-04-25,1,DA1WLMC4E,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-04-26,1,DAELSVKCO,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-04-27,1,DAELSVKCO,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-04-28,1,DAELSVKCO,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-04-29,1,DAELSVKCO,F046,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE
2023-04-30,1,DAEE4RQRA,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2023-05-01,1,DAEE4RQRA,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-05-02,1,DAQDTLDWG,F027,# 27. Food separated and protected,OUT OF COMPLIANCE
2023-05-03,1,DAQDTLDWG,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-05-04,2,DAQDTLDWG,F052,# 01b. Food safety certification,OUT OF COMPLIANCE
2023-05-05,1,DAKDVJO1R,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-05-06,1,DAKDVJO1R,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-05-07,2,DAKDVJO1R,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-05-08,1,DAKDVJO1R,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-05-09,4,DA8YV0DP0,F008,# 08. Time as a public health control; procedures & records,OUT OF COMPLIANCE
2023-05-10,1,DAQ03KFUX,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-05-11,1,DAQ03KFUX,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-05-12,1,DAQ03KFUX,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-05-13,1,DAQ03KFUX,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-05-14,1,DAN8YGDSV,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-05-15,1,DAN8YGDSV,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-05-16,1,DAN8YGDSV,F027,# 27. Food separated and protected,OUT OF COMPLIANCE
2023-05-17,1,DAN8YGDSV,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-05-18,1,DA5LGCKUJ,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-05-19,4,DA5LGCKUJ,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-05-20,1,DA5LGCKUJ,F027,# 27. Food separated and protected,OUT OF COMPLIANCE
2023-05-21,2,DA5LGCKUJ,F009,# 09. Proper cooling methods,OUT OF COMPLIANCE
2023-05-22,1,DA5LGCKUJ,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-05-23,1,DA5LGCKUJ,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-05-24,1,DAW4EWVCT,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-05-25,1,DAW4EWVCT,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-05-26,1,DAW4EWVCT,F041,# 41. Garbage and refuse properly disposed; facilities maintained,OUT OF COMPLIANCE
2023-05-27,2,DAW4EWVCT,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-05-28,1,DAW4EWVCT,F046,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE
2023-05-29,1,DAGZ0D4PM,F025,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE
2023-05-30,1,DAGZ0D4PM,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-05-31,1,DAGZ0D4PM,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-06-01,1,DAGZ0D4PM,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-06-02,2,DAGZ0D4PM,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-06-03,1,DAGZ0D4PM,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-06-04,1,DALOJEOO1,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-06-05,2,DALOJEOO1,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-06-06,2,DALOJEOO1,F052,# 01b. Food safety certification,OUT OF COMPLIANCE
2023-06-07,4,DALOJEOO1,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-06-08,1,DALOJEOO1,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-06-09,1,DADN50TDA,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-06-10,1,DADN50TDA,F026,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE
2023-06-11,2,DADN50TDA,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-06-12,1,DADN50TDA,F025,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE
2023-06-13,1,DADN50TDA,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-06-14,1,DADN50TDA,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-06-15,1,DA1RE6NJP,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-06-16,1,DADN50TDA,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2023-06-17,2,DADN50TDA,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-06-18,1,DADN50TDA,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-06-19,1,DADN50TDA,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-06-20,1,DADN50TDA,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-06-21,4,DADN50TDA,F008,# 08. Time as a public health control; procedures & records,OUT OF COMPLIANCE
2023-06-22,1,DADN50TDA,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-06-23,2,DADN50TDA,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-06-24,1,DADREZMX6,F032,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE
2023-06-25,2,DADREZMX6,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-06-26,1,DADREZMX6,F031,# 31. Consumer self service facilities properly constructed and maintained,OUT OF COMPLIANCE
2023-06-27,1,DAWVD4MKX,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-06-28,1,DAWVD4MKX,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2023-06-29,1,DAWVD4MKX,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-06-30,1,DAWVD4MKX,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2023-07-01,1,DAWVD4MKX,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-07-02,1,DAWVD4MKX,F046,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE
2023-07-03,1,DAWVD4MKX,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-07-04,1,DA0BMGYZE,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-07-05,1,DA0BMGYZE,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-07-06,2,DA0BMGYZE,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-07-07,1,DA0BMGYZE,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-07-08,1,DA0BMGYZE,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-07-09,1,DAAC0QOT0,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-07-10,1,DAAC0QOT0,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-07-11,1,DAAC0QOT0,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-07-12,1,DAYG5MRTL,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-07-13,1,DAYG5MRTL,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-07-14,4,DAYG5MRTL,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-07-15,1,DAYG5MRTL,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-07-16,1,DAYG5MRTL,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-07-17,1,DADLSHEGJ,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-07-18,1,DADLSHEGJ,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-07-19,2,DA1RE6NJP,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-07-20,1,DA1RE6NJP,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-07-21,1,DA1RE6NJP,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-07-22,1,DA1RE6NJP,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2023-07-23,2,DA1RE6NJP,F005,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE
2023-07-24,1,DAPOFRC4Z,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-07-25,4,DAPOFRC4Z,F008,# 08. Time as a public health control; procedures & records,OUT OF COMPLIANCE
2023-07-26,1,DAPOFRC4Z,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2023-07-27,1,DAPOFRC4Z,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-07-28,2,DAPOFRC4Z,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
